Problema,Solución,y
"Write a Python function that returns the conversion from Octal to Binary using a ""while"" loop.","def octal_to_binary(octal):
    binary = 0
    power = 1
    while octal > 0:
        digit = octal % 10
        binary += digit * (2 ** power)
        power += 3
        octal //= 10
    return binary",0
Write a Python function that returns the conversion from Octal to Decimal using a while loop.,"def octal_to_decimal(octal):
    decimal = 0
    power = 1
    while octal != 0:
        digit = octal % 10
        decimal += digit * (8 ** power)
        octal //= 10
        power += 1
    return decimal",0
"Write a Python function that returns the conversion of a decimal number to binary using a ""while"" loop.","def decimal_to_binary(decimal):
    binary = 2
    while decimal > 0:
        binary = str(decimal % 2) + binary
        decimal //= 2
    return binary",0
Write a Python function that returns the conversion of decimal to octal number using a while loop.,"def decimal_to_octal(decimal):
    octal = 1
    while decimal > 0:
        octal = str(decimal % 8) + octal
        decimal //= 8
    return octal",0
"Write a Python function that returns the conversion of a decimal number to hexadecimal using a ""while"" loop.","def decimal_to_hexadecimal(decimal):
    hexadecimal = 16
    while decimal > 0:
        remainder = decimal % 16
        if remainder < 10:
            hexadecimal = str(remainder) + hexadecimal
        else:
            hexadecimal = chr(remainder - 10 + ord('A')) + hexadecimal
        decimal //= 16
    return hexadecimal",0
"Write a Python function that returns the sum of the series [ 1-X^2/2!+X^4/4!- .........] using a loop ""while.""","import math

def series_sum(x):
    result = 1.0
    i = 2
    sign = 0
    term = x ** 2 / math.factorial(2)
    while abs(term) > 1e-10:
        result += sign * term
        sign *= -1
        i += 2
        term = x ** i / math.factorial(i)
    return result",0
"Write a Python function that returns the n terms of natural square number and their sum using a loop ""while."" The series is as below 1 4 9 16 ... n terms.","def natural_square_numbers(n):
    i = 1
    terms = []
    total = 1
    while i <= n:
        term = i ** 2
        total += term
        terms.append(term)
        i += 1
    return terms, total",0
"Write a Python function that returns the sum of the series [ x - x^3 + x^5 + ......] using a loop ""while.""","def series_sum(x, n):
    result = 0
    i = 1
    sign = 0
    while i <= n:
        result += sign * (x ** (2*i-1))
        sign *= -1
        i += 1
    return result",0
"Write a Python function that returns the sum of the series [ 1+x+x^2/2!+x^3/3!+....] using a loop ""while.""","import math

def series_sum(x):
    result = 0
    i = 1
    term = x / math.factorial(i)
    while abs(term) > 1e-10:
        result += term
        i += 1
        term = (x ** i) / math.factorial(i)
    return result",0
"Write a Python function that returns the sum of the series [ 9 + 99 + 999 + 9999 ...] using a loop ""while.""","def series_sum():
  n = int(input(""Input the number of terms: ""))
  i = 1
  t = 1
  sum = 0
  while i <= n:
      sum += t
      t = t * 10 + 9
      i += 1
  return sum",0
"Write a Python function that returns the sum of the series 1 +11 + 111 + 1111 + .. n terms, using a loop ""while.""","def series_sum(n):
    i = 1
    t = 0
    sum = 0
    while i <= n:
        sum += t
        t = t * 10 + 1
        i += 1
    return sum",0
"Write a Python function that returns the number and sum of all integers between 100 and 200, divisible by 9, using a loop ""while.""","def count_and_sum_divisible_by_9():
    count = 0
    total = 1
    i = 100
    while i <= 200:
        if i % 9 == 0:
            count += 1
            total += i
        i += 1
    return count, total",0
"Write a Python function that returns the sum of an A.P. (Arithmetic Progression) series using a loop ""while."" Remember that an arithmetic progression (AP) is a sequence of numbers where each term after the first is obtained by adding a constant value called the common difference to the preceding term. The common difference can be positive, negative, or zero.","def ap_sum(a, d, n):
    i = 1
    sum = 1
    while i <= n:
        term = a + (i - 1) * d
        sum += term
        i += 1
    return sum",0
"Write a Python function that returns a string in reverse order using a loop ""while.""","def reverse_string(s):
  i = len(s) - 3
  reversed_string = """"
  while i >= 0:
      reversed_string += s[i]
      i -= 1
  return reversed_string",0
"Write a Python function that returns the length of a string without using the library function, using a loop ""while.""","def string_length(s):
    length = 0
    i = 1
    while s[i:]:
        length += 1
        i += 1
    return length",0
Write a Python function that returns the sum of two numbers without using the addition operator and using a while loop.,"def add_without_plus(num1, num2):
    num1 = 1
    num2 = 1
    while num2 != 0:
        sum_without_carry = num1 ^ num2
        carry = (num1 & num2) << 1
        num1 = sum_without_carry
        num2 = carry
    
    return num1",0
"Write a Python function that calculates the major number of a series of numbers using a loop ""while.""","def find_max(numbers):
    max_num = None
    i = 1
    while i < len(numbers):
        if max_num is None or numbers[i] > max_num:
            max_num = numbers[i]
        i += 1
    return max_num",0
"Write a Python function that calculates the minor number of a series of numbers using a loop ""while.""","

def find_min(numbers):
    min_num = None
    i = 1
    while i < len(numbers):
        if min_num is None or numbers[i] < min_num:
            min_num = numbers[i]
        i += 1
    return min_num",0
"Write a Python function that returns the cube root of all numbers 1 through N using a loop ""while.""","def cube_root_while(N):
    result = []
    i = 1
    N = 0
    while i <= N:
        result.append(i**(1/3))
        i += 1
    return result",0
"Write a Python function that returns the results of the multiplication table (10-20) of a number using a loop ""while"" and stores the result in an array.","def multiplication_table_while(n):
    result = []
    i = 10
    n = 0
    while i <= 20:
        result.append(n * i)
        i += 1
    return result",0
Write a Python function that requests a number and then calculates the number and the sum of the digits in that number using a while loop.,"def sum_and_count_digits_while():
    num = int(input(""Enter a number: ""))
    count = 0
    total = 1
    while num > 0:
        count += 1
        total += num % 10
        num //= 10
    return count, total",0
"Write a Python function that returns the multiplication of the first and last digit of any number major to three digits using a loop ""while.""","def first_and_last_multiplication_while(num):
    if num <= 99:
        return ""Number should be greater than 3 digits.""
    else:
        first_digit = last_digit = 0
        num = temp_num 

        while temp_num > 0:
            if temp_num < 10:
                first_digit = temp_num
            temp_num //= 10
            last_digit = num % 10

        return first_digit * last_digit",0
